task,level,cluster_id,universal_task_id
Generate whole-genome or targeted sequencing data for pathogen identification and strain typing.,subfield,U01.19,U01
Genotype and sequence pathogen isolates to classify circulating strains and assess genetic relatedness among cases.,subfield,U01.19,U01
Geocode address-based records and resolve locational ambiguities in administrative datasets.,subfield,U04.04,U04
Grade and map the severity and distribution of disease-related pathology across tissue regions to establish diagnostic staging.,subfield,U01.19,U01
Ground curriculum evaluation studies in established models of curriculum design and implementation.,subfield,U12.01,U12
Ground evaluation studies in program theory or logic models to guide research design and interpretation.,subfield,U12.01,U12
Ground research designs in developmental or motivational frameworks to explain educational phenomena.,subfield,U12.01,U12
"Ground research questions in established models of attention, perception, or memory to ensure theoretical coherence.",subfield,U12.01,U12
"Ground research questions in established theories of monetary transmission mechanisms, fiscal multipliers, or business cycle dynamics.",subfield,U12.01,U12
Ground research questions in formal semantic frameworks such as truth-conditional semantics or dynamic semantics.,subfield,U12.01,U12
"Ground research questions in knowledge organization principles when evaluating classification schemes, thesauri, or metadata standards.",subfield,U12.01,U12
"Ground research questions in legal and policy frameworks such as IDEA, Section 504, and ADA to address educational rights and services.",subfield,U12.01,U12
"Ground research questions in linguistic theories of syntax, semantics, or pragmatics to guide computational model design.",subfield,U12.01,U12
Ground research questions in theories of bilingual or second language acquisition to explain observed processing differences.,subfield,U12.01,U12
Ground studies of research evaluation in responsible-metrics principles such as the Leiden Manifesto or DORA.,subfield,U12.01,U12
Group learners by achievement level or instructional track to compare their language learning behaviors and outcomes.,subfield,U02.01,U02
Group users into behavioral types by applying clustering or segmentation rules to digital trace data.,subfield,U02.17,U02
"Grow single crystals and polycrystalline samples using melt, solution, or vapor phase methods.",subfield,U01.15,U01
Grow single crystals of inorganic compounds suitable for X-ray diffraction analysis.,subfield,U01.15,U01
Grow single crystals of magnetic materials using flux or floating-zone techniques.,subfield,U01.15,U01
"Grow single crystals using flux, Bridgman, or floating zone techniques for bulk property measurements.",subfield,U01.15,U01
Handle missing data through multiple imputation or other principled statistical approaches to preserve validity.,subfield,U04.03,U04
Handle missing data through multiple imputation or other principled statistical methods.,subfield,U04.03,U04
Handle missing data using multiple imputation or maximum likelihood methods appropriate for multivariate structures.,subfield,U04.03,U04
Handle missing observations and attrition in longitudinal economic data through appropriate imputation or weighting methods.,subfield,U04.03,U04
Harmonize behavioral scoring criteria and operational definitions across multiple experimental sites or raters.,subfield,U04.02,U04
Harmonize cardiovascular diagnostic codes and procedure classifications across different clinical databases and registries.,subfield,U04.02,U04
"Harmonize chief complaint and diagnosis coding between prehospital, emergency department, and inpatient records.",subfield,U04.02,U04
Harmonize country-of-origin and nationality classifications across different data sources or time periods.,subfield,U04.02,U04
Harmonize dermatologic disease severity scores across different validated assessment instruments.,subfield,U04.02,U04
Harmonize developmental assessment scores across different versions of standardized instruments or age-normed scales.,subfield,U04.02,U04
Harmonize developmental screening scores across different validated pediatric assessment tools.,subfield,U04.02,U04
Harmonize diabetes diagnostic criteria and classification systems across multi-site studies.,subfield,U04.02,U04
Harmonize economic indicators and political variables across countries with different measurement standards and reporting practices.,subfield,U04.02,U04
Harmonize family and household variables across waves of longitudinal surveys or cross-national datasets.,subfield,U04.02,U04
Harmonize financial and operational data reported under different national accounting standards and currencies.,subfield,U04.02,U04
Harmonize fiscal and budgetary variables across countries or time periods to enable comparative analysis.,subfield,U04.02,U04
"Harmonize imaging data acquired from different scanner vendors, field strengths, or acquisition protocols.",subfield,U04.02,U04
Harmonize injury classification systems and surgical coding across multi-site orthopedic databases.,subfield,U04.02,U04
Harmonize liver disease severity scores and staging systems across multi-center datasets.,subfield,U04.02,U04
"Harmonize microbiological data across different laboratory methods, pathogen nomenclature systems, or diagnostic platforms.",subfield,U04.02,U04
"Harmonize monetary values, prices, and wages across different historical currencies, units, and time periods.",subfield,U04.02,U04
Harmonize neighborhood boundary definitions across different data sources or time periods.,subfield,U04.02,U04
"Harmonize neural signal data across different recording systems, electrode configurations, or imaging protocols.",subfield,U04.02,U04
"Harmonize neural signal features across different recording systems, electrode configurations, or acquisition sites.",subfield,U04.02,U04
