field,subfield,task,n_papers,n_involved,prevalence
Materials Science,Thin Films & Coatings,"Measure coating hardness, elastic modulus, and scratch resistance using nanoindentation and tribological testing.",100,3,0.03
Materials Science,Thin Films & Coatings,"Measure film thickness and optical constants using ellipsometry, reflectometry, or interferometry.",100,17,0.17
Materials Science,Thin Films & Coatings,Model optical performance of multilayer coating stacks using transfer matrix calculations.,100,3,0.03
Materials Science,Thin Films & Coatings,"Plan coating trials with systematic variation of precursor concentration, deposition time, and post-treatment conditions.",100,51,0.51
Materials Science,Thin Films & Coatings,Predict coating adhesion strength and residual stress based on substrate-film material properties and thermal expansion coefficients.,100,0,0.0
Materials Science,Thin Films & Coatings,"Prepare substrate surfaces through cleaning, etching, or plasma treatment prior to film deposition.",100,82,0.82
Materials Science,Thin Films & Coatings,Propagate deposition parameter variations through to predicted coating property uncertainties.,100,0,0.0
Materials Science,Thin Films & Coatings,Quantify uncertainty in film thickness measurements arising from surface roughness and optical model assumptions.,100,1,0.01
Materials Science,Thin Films & Coatings,Service and troubleshoot thin film characterization instruments including spectrometers and microscopes.,100,0,0.0
Materials Science,Thin Films & Coatings,Simulate residual stress distribution and thermal behavior in coating-substrate systems.,100,0,0.0
Materials Science,Thin Films & Coatings,Simulate thin film growth processes using molecular dynamics or kinetic Monte Carlo methods.,100,1,0.01
Materials Science,Thin Films & Coatings,Synthesize precursor solutions and target materials for thin film growth experiments.,100,53,0.53
Business & Management,Tourism & Hospitality Management,Address self-selection bias when analyzing data from tourists who voluntarily participate in destination surveys.,100,3,0.03
Business & Management,Tourism & Hospitality Management,Analyze interview transcripts from hospitality managers to extract insights about operational challenges and strategic decisions.,100,5,0.05
Business & Management,Tourism & Hospitality Management,Apply service quality and customer satisfaction theories to frame research questions about guest experiences and hospitality operations.,100,10,0.1
Business & Management,Tourism & Hospitality Management,Assess whether findings from specific tourism destinations or hospitality contexts will transfer to different cultural settings or market segments.,100,14,0.14
Business & Management,Tourism & Hospitality Management,Clean and standardize online review data and user-generated content from travel platforms for analysis.,100,8,0.08
Business & Management,Tourism & Hospitality Management,Code qualitative data from tourist narratives and travel blogs to identify themes in destination experiences.,100,7,0.07
Business & Management,Tourism & Hospitality Management,Conduct participant observation in hospitality settings to document service encounters and guest-staff interactions.,100,0,0.0
Business & Management,Tourism & Hospitality Management,Construct survey instruments measuring resident attitudes toward tourism development and perceived community impacts.,100,4,0.04
Business & Management,Tourism & Hospitality Management,"Control for confounding variables such as trip purpose, travel party composition, and prior visitation when analyzing tourist behavior.",100,7,0.07
Business & Management,Tourism & Hospitality Management,"Coordinate with hotels, restaurants, and tourism operators to gain access to guest data and operational records.",100,17,0.17
Business & Management,Tourism & Hospitality Management,"Design guest satisfaction surveys measuring service quality dimensions, perceived value, and behavioral intentions.",100,10,0.1
Business & Management,Tourism & Hospitality Management,"Design interview protocols to explore tourist experiences, travel decision-making processes, and memorable tourism encounters.",100,10,0.1
Business & Management,Tourism & Hospitality Management,Develop focus group guides to investigate hospitality employee perspectives on workplace practices and service delivery.,100,2,0.02
Business & Management,Tourism & Hospitality Management,"Develop questionnaires to assess tourist motivations, travel preferences, and destination loyalty.",100,5,0.05
Business & Management,Tourism & Hospitality Management,Evaluate the influence of seasonality and travel patterns on the generalizability of tourism research findings.,100,1,0.01
Business & Management,Tourism & Hospitality Management,Integrate destination image and place attachment frameworks when investigating tourist behavior and destination choice.,100,4,0.04
Business & Management,Tourism & Hospitality Management,Partner with destination marketing organizations and convention bureaus to recruit study participants and access visitor information.,100,2,0.02
Business & Management,Tourism & Hospitality Management,Recode open-ended survey responses about travel experiences and service encounters into analyzable categories.,100,2,0.02
Geography,Tourism & Leisure Geography,Account for self-selection bias when analyzing differences between visitor segments or destination types.,100,4,0.04
Geography,Tourism & Leisure Geography,Analyze interview transcripts from host community members to categorize perceived tourism impacts and attitudes.,100,10,0.1
Geography,Tourism & Leisure Geography,Apply theories of place attachment and sense of place when framing research on visitor experiences at tourism destinations.,100,9,0.09
Geography,Tourism & Leisure Geography,Assess whether findings from specific tourism destinations or events will transfer to other geographic or cultural contexts.,100,11,0.11
Geography,Tourism & Leisure Geography,Code qualitative data from tourist narratives to identify themes related to place meanings and destination experiences.,100,8,0.08
Geography,Tourism & Leisure Geography,Control for spatial autocorrelation and clustering effects when analyzing tourism data across geographic units.,100,4,0.04
