task,level,domain,field,subfield,n_substeps,researcher_hours,elapsed_hours,confidence
Develop and validate computational models to simulate or predict phenomena.,universal,Life Sciences,Veterinary Medicine,,11,278.33,979.83,medium
"Generate hypotheses based on theoretical frameworks, observations, or preliminary data.",universal,Life Sciences,Veterinary Medicine,,8,20.88,114.72,medium
Supervise graduate students and postdoctoral researchers on research projects.,universal,Life Sciences,Veterinary Medicine,,10,213.42,2083.17,medium
"Maintain laboratory equipment, software systems, or research infrastructure.",universal,Life Sciences,Veterinary Medicine,,11,101.4,346.63,medium
"Visualize data and results using graphs, tables, and figures for interpretation.",universal,Life Sciences,Veterinary Medicine,,8,21.62,163.78,medium
Design data collection protocols and instruments to ensure validity and reproducibility.,universal,Life Sciences,Veterinary Medicine,,12,89.58,1002.25,medium
Respond to peer reviewer comments and revise manuscripts for publication.,universal,Life Sciences,Veterinary Medicine,,11,36.93,869.35,medium
Review and synthesize the relevant literature to situate a research question within existing knowledge.,universal,Physical Sciences,Environmental Science,,9,106.17,120.33,low
Acquire or access primary data sources relevant to research questions.,universal,Physical Sciences,Environmental Science,,10,78.02,2106.6,low
Clean and preprocess raw data to prepare for statistical or computational analysis.,universal,Physical Sciences,Environmental Science,,13,23.15,23.15,medium
"Curate and manage datasets, ensuring proper documentation and version control.",universal,Physical Sciences,Environmental Science,,9,45.08,94.83,medium
Apply statistical methods to test hypotheses and estimate effect sizes.,universal,Physical Sciences,Environmental Science,,12,30.33,37.67,medium
Develop and validate computational models to simulate or predict phenomena.,universal,Physical Sciences,Environmental Science,,12,214.0,568.67,medium
"Serve on editorial boards, grant review panels, or professional committees.",universal,Physical Sciences,Environmental Science,,11,109.28,10806.32,medium
Supervise graduate students and postdoctoral researchers on research projects.,universal,Physical Sciences,Environmental Science,,10,221.25,5104.17,medium
"Keep up with new findings, methods, and debates relevant to the research area.",universal,Physical Sciences,Environmental Science,,10,83.42,94.98,low
Coordinate with collaborators across institutions and disciplines.,universal,Physical Sciences,Environmental Science,,9,194.17,3401.33,medium
"Visualize data and results using graphs, tables, and figures for interpretation.",universal,Physical Sciences,Environmental Science,,10,21.13,23.97,medium
"Present research findings at conferences, seminars, and symposia.",universal,Physical Sciences,Environmental Science,,11,35.08,326.75,medium
Identify gaps in existing literature to formulate novel research questions.,universal,Physical Sciences,Environmental Science,,11,74.58,76.08,low
"Maintain laboratory equipment, software systems, or research infrastructure.",universal,Physical Sciences,Environmental Science,,10,90.07,423.42,medium
Design data collection protocols and instruments to ensure validity and reproducibility.,universal,Physical Sciences,Environmental Science,,11,72.33,351.33,medium
"Draft manuscripts describing research questions, methods, results, and interpretations.",universal,Physical Sciences,Environmental Science,,12,63.33,574.33,medium
Observe real-world phenomena to identify patterns worthy of scientific investigation.,universal,Physical Sciences,Environmental Science,,9,61.08,138.17,medium
Evaluate manuscripts submitted to journals for scientific rigor and contribution.,universal,Physical Sciences,Environmental Science,,9,7.13,342.35,medium
"Manage research budgets, personnel, and project timelines.",universal,Physical Sciences,Environmental Science,,9,187.53,4803.87,medium
Prepare grant proposals to secure funding for research projects.,universal,Physical Sciences,Environmental Science,,13,113.67,3656.58,medium
Obtain ethical approvals and informed consent for studies involving human subjects.,universal,Physical Sciences,Environmental Science,,9,149.58,3527.5,medium
"Learn the concepts, methods, and tools needed to carry out the research.",universal,Physical Sciences,Environmental Science,,11,439.0,3240.0,medium
"Provide feedback on student theses, dissertations, and research proposals.",universal,Physical Sciences,Environmental Science,,12,10.73,680.9,medium
"Generate hypotheses based on theoretical frameworks, observations, or preliminary data.",universal,Physical Sciences,Environmental Science,,8,25.42,27.42,medium
Develop and deliver course curricula in specialized research areas.,universal,Physical Sciences,Environmental Science,,10,227.42,1057.42,medium
Brainstorm potential research directions through discussions with colleagues and peers.,universal,Physical Sciences,Environmental Science,,7,28.58,416.67,low
Respond to peer reviewer comments and revise manuscripts for publication.,universal,Physical Sciences,Environmental Science,,15,36.5,877.58,medium
"Visualize data and results using graphs, tables, and figures for interpretation.",universal,Health Sciences,Nutrition & Dietetics,,10,20.8,20.8,medium
"Learn the concepts, methods, and tools needed to carry out the research.",universal,Health Sciences,Nutrition & Dietetics,,12,255.5,532.5,medium
"Manage research budgets, personnel, and project timelines.",universal,Health Sciences,Nutrition & Dietetics,,10,96.5,1154.5,medium
"Provide feedback on student theses, dissertations, and research proposals.",universal,Health Sciences,Nutrition & Dietetics,,11,10.45,750.68,medium
"Present research findings at conferences, seminars, and symposia.",universal,Health Sciences,Nutrition & Dietetics,,10,26.3,1015.3,medium
Evaluate manuscripts submitted to journals for scientific rigor and contribution.,universal,Health Sciences,Nutrition & Dietetics,,11,6.08,341.53,medium
"Serve on editorial boards, grant review panels, or professional committees.",universal,Health Sciences,Nutrition & Dietetics,,10,109.45,10447.13,medium
Identify gaps in existing literature to formulate novel research questions.,universal,Health Sciences,Nutrition & Dietetics,,10,32.75,32.75,medium
Obtain ethical approvals and informed consent for studies involving human subjects.,universal,Health Sciences,Nutrition & Dietetics,,12,94.08,2349.0,medium
Respond to peer reviewer comments and revise manuscripts for publication.,universal,Health Sciences,Nutrition & Dietetics,,11,42.8,898.63,medium
"Maintain laboratory equipment, software systems, or research infrastructure.",universal,Health Sciences,Nutrition & Dietetics,,10,99.4,132.08,medium
Coordinate with collaborators across institutions and disciplines.,universal,Health Sciences,Nutrition & Dietetics,,9,200.17,1961.08,medium
Brainstorm potential research directions through discussions with colleagues and peers.,universal,Health Sciences,Nutrition & Dietetics,,8,19.6,1275.25,medium
Develop and validate computational models to simulate or predict phenomena.,universal,Health Sciences,Nutrition & Dietetics,,12,166.0,641.0,medium
"Keep up with new findings, methods, and debates relevant to the research area.",universal,Health Sciences,Nutrition & Dietetics,,11,101.57,160.9,low
Acquire or access primary data sources relevant to research questions.,universal,Health Sciences,Nutrition & Dietetics,,10,328.25,2594.67,medium
Supervise graduate students and postdoctoral researchers on research projects.,universal,Health Sciences,Nutrition & Dietetics,,10,110.83,2403.67,medium
Prepare grant proposals to secure funding for research projects.,universal,Health Sciences,Nutrition & Dietetics,,15,135.75,880.67,medium
"Draft manuscripts describing research questions, methods, results, and interpretations.",universal,Health Sciences,Nutrition & Dietetics,,14,41.0,359.0,medium
"Curate and manage datasets, ensuring proper documentation and version control.",universal,Health Sciences,Nutrition & Dietetics,,10,35.83,105.17,medium
Review and synthesize the relevant literature to situate a research question within existing knowledge.,universal,Health Sciences,Nutrition & Dietetics,,8,121.25,449.25,medium
Develop and deliver course curricula in specialized research areas.,universal,Health Sciences,Nutrition & Dietetics,,13,231.58,3200.25,medium
Apply statistical methods to test hypotheses and estimate effect sizes.,universal,Health Sciences,Nutrition & Dietetics,,12,29.67,31.25,medium
Observe real-world phenomena to identify patterns worthy of scientific investigation.,universal,Health Sciences,Nutrition & Dietetics,,8,35.02,153.77,medium
Clean and preprocess raw data to prepare for statistical or computational analysis.,universal,Health Sciences,Nutrition & Dietetics,,12,28.58,30.17,medium
Design data collection protocols and instruments to ensure validity and reproducibility.,universal,Health Sciences,Nutrition & Dietetics,,14,104.17,240.17,medium
"Generate hypotheses based on theoretical frameworks, observations, or preliminary data.",universal,Health Sciences,Nutrition & Dietetics,,8,18.38,18.38,medium
Observe real-world phenomena to identify patterns worthy of scientific investigation.,universal,Social Sciences,Business & Management,,8,67.42,854.5,medium
"Draft manuscripts describing research questions, methods, results, and interpretations.",universal,Social Sciences,Business & Management,,12,72.4,482.9,medium
