task,level,domain,field,subfield,relation_aggregate,relation_evaluate,relation_produce,relation_communicate,relation_support,medium_information,medium_materials,medium_people,mode_theoretical,mode_quantitative,mode_qualitative,mode_design,mode_none,cognitive_complexity,physical_deployment,regulatory_restriction,rl_physical_gate_pass,rl_verification,rl_simulability,rl_feedback_density,pasteur_applies,pasteur_understanding,pasteur_use,pasteur_quadrant,years_education,cdr_rl_source
Perform maximum likelihood fits to constrain physics parameters from measured observables.,subfield,Physical Sciences,Physics & Astronomy,Particle & High-Energy Physics,5.0,5.0,80.0,5.0,5.0,95.0,0.0,5.0,5.0,90.0,0.0,5.0,0.0,2.35,0.0,0.0,1.0,7.54,9.66,7.87,yes,5.0,1.0,Bohr,16.0,substep_mean
Set exclusion limits on new physics models using statistical inference methods.,subfield,Physical Sciences,Physics & Astronomy,Particle & High-Energy Physics,5.0,5.0,75.0,10.0,5.0,95.0,0.0,5.0,10.0,80.0,0.0,5.0,5.0,2.49,0.0,0.0,1.0,6.79,8.49,6.64,yes,5.0,1.0,Bohr,18.0,substep_mean
Run Monte Carlo event generators to simulate particle production and decay processes.,subfield,Physical Sciences,Physics & Astronomy,Particle & High-Energy Physics,5.0,0.0,85.0,5.0,5.0,95.0,0.0,5.0,10.0,70.0,0.0,20.0,0.0,1.87,0.0,0.0,1.0,7.72,9.38,6.73,yes,5.0,1.0,Bohr,16.0,substep_mean
Simulate detector response to generated particles using GEANT-based frameworks.,subfield,Physical Sciences,Physics & Astronomy,Particle & High-Energy Physics,5.0,0.0,80.0,5.0,10.0,95.0,5.0,0.0,0.0,30.0,0.0,70.0,0.0,1.66,0.0,0.0,1.0,7.6,9.36,7.17,yes,5.0,1.0,Bohr,16.0,substep_mean
Generate large-scale simulated datasets for background estimation and signal optimization studies.,subfield,Physical Sciences,Physics & Astronomy,Particle & High-Energy Physics,5.0,5.0,75.0,5.0,10.0,95.0,0.0,5.0,5.0,30.0,0.0,60.0,5.0,1.8,0.0,0.0,1.0,7.9,8.37,7.09,yes,5.0,1.0,Bohr,16.0,substep_mean
"Quantify extracted parameters and their uncertainties by comparing results across successive orders, settings, or independent determinations",subfield,Physical Sciences,Physics & Astronomy,Particle & High-Energy Physics,5.0,15.0,60.0,15.0,5.0,95.0,0.0,5.0,15.0,75.0,0.0,0.0,10.0,1.93,0.0,0.0,1.0,7.9,9.4,7.48,yes,5.0,1.0,Bohr,18.0,substep_mean
Calculate cross-sections and decay rates for particle interactions using quantum field theory.,subfield,Physical Sciences,Physics & Astronomy,Particle & High-Energy Physics,5.0,0.0,85.0,10.0,0.0,100.0,0.0,0.0,60.0,35.0,0.0,5.0,0.0,2.64,0.0,0.0,1.0,8.57,9.89,7.61,yes,5.0,1.0,Bohr,20.0,substep_mean
Develop new analytical calculational formalisms to extend theory into previously inaccessible regimes,subfield,Physical Sciences,Physics & Astronomy,Particle & High-Energy Physics,10.0,0.0,75.0,15.0,0.0,100.0,0.0,0.0,90.0,5.0,0.0,5.0,0.0,3.55,0.0,0.15,1.0,5.38,8.75,4.71,yes,5.0,1.0,Bohr,20.0,substep_mean
"Establish formal structures and theorems, such as symmetry algebras or factorization proofs, that underpin field-theory formulations.",subfield,Physical Sciences,Physics & Astronomy,Particle & High-Energy Physics,10.0,0.0,75.0,15.0,0.0,100.0,0.0,0.0,90.0,5.0,0.0,5.0,0.0,3.66,0.0,0.19,1.0,5.11,8.43,4.82,yes,5.0,1.0,Bohr,20.0,substep_mean
Design new observables and analysis strategies to discriminate between competing new-physics interpretations.,subfield,Physical Sciences,Physics & Astronomy,Particle & High-Energy Physics,10.0,5.0,65.0,15.0,5.0,95.0,0.0,5.0,40.0,45.0,0.0,15.0,0.0,2.81,0.0,0.0,1.0,6.72,8.51,6.45,yes,5.0,1.0,Bohr,20.0,substep_mean
Calibrate calorimeter energy responses using known particle decays and test beam data.,subfield,Physical Sciences,Physics & Astronomy,Particle & High-Energy Physics,5.0,5.0,75.0,10.0,5.0,55.0,40.0,5.0,5.0,70.0,0.0,20.0,5.0,2.42,0.14,0.21,0.93,7.22,6.94,6.6,yes,3.0,4.0,Edison,18.0,substep_mean
"Maintain and upgrade detector components including sensors, electronics, and cooling systems.",subfield,Physical Sciences,Physics & Astronomy,Particle & High-Energy Physics,5.0,5.0,10.0,5.0,75.0,10.0,80.0,10.0,0.0,5.0,0.0,80.0,15.0,2.15,2.05,0.67,0.2,5.88,3.16,4.34,yes,3.0,4.0,Edison,16.0,substep_mean
Monitor detector performance and diagnose hardware failures during data-taking operations.,subfield,Physical Sciences,Physics & Astronomy,Particle & High-Energy Physics,5.0,10.0,65.0,15.0,5.0,55.0,40.0,5.0,0.0,55.0,10.0,30.0,5.0,1.78,0.04,0.63,1.0,7.37,8.41,7.68,no,,,n.a.,16.0,substep_mean
"Coordinate multi-messenger observations combining electromagnetic, gravitational wave, or neutrino detections.",subfield,Physical Sciences,Physics & Astronomy,Astrophysics & Cosmology,5.0,5.0,65.0,15.0,10.0,70.0,20.0,10.0,5.0,80.0,0.0,10.0,5.0,1.75,0.11,0.6,1.0,6.57,6.56,5.39,yes,5.0,1.0,Bohr,18.0,substep_mean
Assemble source samples by cross-matching survey catalogues and applying photometric or quality selection criteria.,subfield,Physical Sciences,Physics & Astronomy,Astrophysics & Cosmology,10.0,5.0,75.0,5.0,5.0,95.0,0.0,5.0,0.0,85.0,0.0,15.0,0.0,1.85,0.0,0.0,1.0,8.09,9.26,7.92,yes,5.0,1.0,Bohr,16.0,substep_mean
Characterize the temporal variability of astrophysical sources across multiple epochs and timescales.,subfield,Physical Sciences,Physics & Astronomy,Astrophysics & Cosmology,5.0,0.0,80.0,10.0,5.0,95.0,0.0,5.0,5.0,85.0,5.0,5.0,0.0,2.11,0.0,0.0,1.0,7.85,8.97,8.06,yes,5.0,1.0,Bohr,16.0,substep_mean
Derive observable signatures from cosmological models to test against survey data.,subfield,Physical Sciences,Physics & Astronomy,Astrophysics & Cosmology,10.0,5.0,65.0,15.0,5.0,95.0,0.0,5.0,40.0,45.0,0.0,10.0,5.0,2.4,0.0,0.0,1.0,7.83,9.31,8.03,yes,5.0,1.0,Bohr,20.0,substep_mean
Predict gravitational wave signals from compact object mergers or other relativistic phenomena.,subfield,Physical Sciences,Physics & Astronomy,Astrophysics & Cosmology,5.0,0.0,80.0,10.0,5.0,95.0,0.0,5.0,40.0,30.0,0.0,30.0,0.0,2.79,0.0,0.0,1.0,7.29,8.37,6.6,yes,5.0,2.0,Bohr,20.0,substep_mean
Determine predicted and observed signatures of a source or system to infer its intrinsic properties and benchmark alternative descriptions,subfield,Physical Sciences,Physics & Astronomy,Astrophysics & Cosmology,10.0,10.0,65.0,10.0,5.0,90.0,5.0,5.0,20.0,60.0,5.0,10.0,5.0,2.1,0.0,0.0,1.0,7.87,9.42,7.75,yes,5.0,1.0,Bohr,20.0,substep_mean
Subtract foreground contamination from cosmic microwave background or diffuse emission maps.,subfield,Physical Sciences,Physics & Astronomy,Astrophysics & Cosmology,5.0,5.0,80.0,5.0,5.0,95.0,5.0,0.0,5.0,80.0,0.0,15.0,0.0,2.51,0.0,0.0,1.0,8.33,9.08,8.22,yes,5.0,1.0,Bohr,18.0,substep_mean
"Quantify systematic errors from instrumental effects, calibration standards, or atmospheric conditions.",subfield,Physical Sciences,Physics & Astronomy,Astrophysics & Cosmology,10.0,5.0,65.0,15.0,5.0,90.0,5.0,5.0,5.0,80.0,5.0,5.0,5.0,2.0,0.1,0.0,1.0,8.02,8.59,8.18,yes,4.0,2.0,Bohr,18.0,substep_mean
"Fit spectral energy distributions to determine physical properties of stars, galaxies, or other sources.",subfield,Physical Sciences,Physics & Astronomy,Astrophysics & Cosmology,5.0,0.0,80.0,10.0,5.0,95.0,0.0,5.0,5.0,80.0,0.0,15.0,0.0,1.85,0.0,0.0,1.0,7.9,9.5,7.54,yes,5.0,1.0,Bohr,16.0,substep_mean
Constrain cosmological parameters by comparing theoretical predictions to large-scale structure or CMB observations.,subfield,Physical Sciences,Physics & Astronomy,Astrophysics & Cosmology,5.0,5.0,70.0,15.0,5.0,95.0,0.0,5.0,15.0,70.0,0.0,10.0,5.0,2.15,0.0,0.0,1.0,8.06,9.4,7.43,yes,5.0,1.0,Bohr,20.0,substep_mean
"Fit light curves of transient events to infer explosion mechanisms, progenitor properties, or distances.",subfield,Physical Sciences,Physics & Astronomy,Astrophysics & Cosmology,5.0,0.0,80.0,10.0,5.0,95.0,0.0,5.0,10.0,80.0,0.0,10.0,0.0,2.28,0.0,0.0,1.0,6.66,8.91,6.84,yes,5.0,1.0,Bohr,18.0,substep_mean
Run N-body or hydrodynamic simulations of galaxy formation and large-scale structure evolution.,subfield,Physical Sciences,Physics & Astronomy,Astrophysics & Cosmology,5.0,0.0,80.0,10.0,5.0,95.0,0.0,5.0,5.0,55.0,0.0,40.0,0.0,2.28,0.0,0.0,1.0,7.56,8.7,6.7,yes,5.0,1.0,Bohr,18.0,substep_mean
"Simulate stellar evolution, nucleosynthesis, or supernova explosions to predict observable outcomes.",subfield,Physical Sciences,Physics & Astronomy,Astrophysics & Cosmology,5.0,0.0,80.0,10.0,5.0,95.0,0.0,5.0,15.0,25.0,0.0,60.0,0.0,2.78,0.0,0.0,1.0,6.97,8.9,7.44,yes,5.0,1.0,Bohr,20.0,substep_mean
Model radiative transfer through astrophysical media to generate synthetic spectra or images.,subfield,Physical Sciences,Physics & Astronomy,Astrophysics & Cosmology,5.0,0.0,80.0,10.0,5.0,95.0,5.0,0.0,25.0,35.0,0.0,35.0,5.0,2.09,0.0,0.0,1.0,8.4,9.71,8.27,yes,5.0,1.0,Bohr,18.0,substep_mean
Perform Monte Carlo simulations to assess detection probabilities and selection effects in surveys.,subfield,Physical Sciences,Physics & Astronomy,Astrophysics & Cosmology,5.0,5.0,80.0,8.0,2.0,95.0,3.0,2.0,5.0,80.0,0.0,15.0,0.0,1.83,0.0,0.0,1.0,7.49,9.16,7.24,yes,4.0,2.0,Bohr,16.0,substep_mean
Analyze simulation outputs to identify structures and quantify the physical processes driving their evolution.,subfield,Physical Sciences,Physics & Astronomy,Astrophysics & Cosmology,5.0,5.0,75.0,10.0,5.0,95.0,0.0,5.0,5.0,80.0,5.0,5.0,5.0,2.28,0.0,0.0,1.0,6.9,9.17,7.18,yes,5.0,1.0,Bohr,18.0,substep_mean
Infer population occurrence rates or luminosity functions from survey detections corrected for sensitivity and incompleteness.,subfield,Physical Sciences,Physics & Astronomy,Astrophysics & Cosmology,5.0,0.0,80.0,15.0,0.0,95.0,0.0,5.0,5.0,90.0,0.0,5.0,0.0,2.2,0.0,0.0,1.0,8.15,9.32,7.67,yes,5.0,1.0,Bohr,20.0,substep_mean
Detect and extract discrete sources from astronomical images or survey maps to build catalogues.,subfield,Physical Sciences,Physics & Astronomy,Astrophysics & Cosmology,5.0,5.0,75.0,10.0,5.0,95.0,0.0,5.0,0.0,80.0,5.0,15.0,0.0,1.86,0.0,0.0,1.0,8.89,9.61,9.26,yes,5.0,1.0,Bohr,16.0,substep_mean
"Calculate expected emission spectra, luminosities, or fluxes from astrophysical source models.",subfield,Physical Sciences,Physics & Astronomy,Astrophysics & Cosmology,5.0,0.0,85.0,10.0,0.0,100.0,0.0,0.0,40.0,45.0,0.0,15.0,0.0,2.28,0.0,0.0,1.0,7.56,9.63,7.5,yes,5.0,1.0,Bohr,18.0,substep_mean
Design beam configurations and target arrangements for nuclear reaction experiments.,subfield,Physical Sciences,Physics & Astronomy,Nuclear Physics,10.0,5.0,70.0,5.0,10.0,25.0,65.0,10.0,5.0,30.0,0.0,65.0,0.0,2.43,0.11,0.25,1.0,7.07,9.0,7.51,yes,4.0,2.0,Bohr,20.0,substep_mean
Specify shielding requirements and detector geometries for radiation measurements.,subfield,Physical Sciences,Physics & Astronomy,Nuclear Physics,10.0,5.0,65.0,15.0,5.0,80.0,20.0,0.0,5.0,35.0,0.0,55.0,5.0,2.83,0.04,0.39,1.0,7.84,8.89,7.77,yes,2.0,5.0,Edison,16.0,substep_mean
Characterize detector energy resolution and efficiency across relevant energy ranges.,subfield,Physical Sciences,Physics & Astronomy,Nuclear Physics,5.0,5.0,75.0,10.0,5.0,30.0,60.0,10.0,5.0,80.0,0.0,15.0,0.0,2.3,0.23,0.27,0.91,7.54,8.47,6.15,yes,3.0,4.0,Edison,16.0,substep_mean
Acquire gamma-ray spectra using semiconductor or scintillation detector systems.,subfield,Physical Sciences,Physics & Astronomy,Nuclear Physics,0.0,0.0,90.0,5.0,5.0,25.0,65.0,10.0,0.0,85.0,0.0,15.0,0.0,1.88,1.56,0.67,0.04,6.69,4.05,6.0,yes,4.0,3.0,Bohr,14.0,substep_mean
Record particle detection events from charged particle or neutron detectors.,subfield,Physical Sciences,Physics & Astronomy,Nuclear Physics,0.0,0.0,90.0,0.0,10.0,20.0,80.0,0.0,0.0,90.0,0.0,10.0,0.0,1.67,1.3,0.0,0.41,6.87,4.62,6.83,yes,4.0,3.0,Bohr,12.0,substep_mean
Measure nuclear decay half-lives through time-resolved counting experiments.,subfield,Physical Sciences,Physics & Astronomy,Nuclear Physics,5.0,0.0,80.0,10.0,5.0,15.0,80.0,5.0,0.0,90.0,0.0,10.0,0.0,2.29,1.48,1.07,0.55,6.39,5.97,5.91,yes,4.0,3.0,Bohr,16.0,substep_mean
Prepare radioactive targets and sources for nuclear physics experiments.,subfield,Physical Sciences,Physics & Astronomy,Nuclear Physics,5.0,0.0,80.0,5.0,10.0,5.0,90.0,5.0,0.0,15.0,5.0,75.0,5.0,1.96,1.94,2.71,0.09,4.77,2.32,2.94,yes,4.0,2.0,Bohr,16.0,substep_mean
Produce isotopically enriched samples for precision nuclear measurements.,subfield,Physical Sciences,Physics & Astronomy,Nuclear Physics,5.0,0.0,80.0,5.0,10.0,5.0,90.0,5.0,0.0,15.0,0.0,85.0,0.0,2.16,2.23,2.01,0.04,4.96,2.35,3.25,yes,4.0,2.0,Bohr,16.0,substep_mean
Calculate nuclear reaction cross-sections and decay rates from theoretical models.,subfield,Physical Sciences,Physics & Astronomy,Nuclear Physics,5.0,0.0,85.0,10.0,0.0,100.0,0.0,0.0,40.0,50.0,0.0,10.0,0.0,2.69,0.0,0.0,1.0,7.06,9.06,7.03,yes,4.0,3.0,Bohr,18.0,substep_mean
Derive nuclear structure properties using shell model or collective model frameworks.,subfield,Physical Sciences,Physics & Astronomy,Nuclear Physics,5.0,0.0,80.0,10.0,5.0,95.0,0.0,5.0,45.0,40.0,0.0,10.0,5.0,2.82,0.0,0.0,1.0,6.56,8.87,6.23,yes,5.0,1.0,Bohr,20.0,substep_mean
Predict energy spectra and branching ratios for nuclear transitions.,subfield,Physical Sciences,Physics & Astronomy,Nuclear Physics,10.0,5.0,65.0,15.0,5.0,95.0,0.0,5.0,40.0,45.0,0.0,10.0,5.0,2.23,0.0,0.0,1.0,8.57,9.71,8.15,yes,4.0,3.0,Bohr,20.0,substep_mean
Derive macroscopic response or bulk equilibrium properties of a many-body system from a microscopic model Hamiltonian using theoretical many-body methods.,subfield,Physical Sciences,Physics & Astronomy,Nuclear Physics,5.0,0.0,80.0,15.0,0.0,100.0,0.0,0.0,55.0,35.0,0.0,10.0,0.0,2.78,0.0,0.0,1.0,7.18,9.59,7.67,yes,5.0,1.0,Bohr,20.0,substep_mean
Determine timing resolution and dead time corrections for counting systems.,subfield,Physical Sciences,Physics & Astronomy,Nuclear Physics,5.0,5.0,70.0,15.0,5.0,55.0,40.0,5.0,5.0,80.0,0.0,15.0,0.0,1.62,1.14,0.65,0.5,7.51,6.0,5.66,yes,2.0,4.0,Edison,16.0,substep_mean
Apply energy calibrations and efficiency corrections to spectroscopic data.,subfield,Physical Sciences,Physics & Astronomy,Nuclear Physics,5.0,5.0,80.0,5.0,5.0,95.0,5.0,0.0,0.0,90.0,0.0,10.0,0.0,2.23,0.09,0.13,0.96,7.31,8.33,6.03,yes,4.0,2.0,Bohr,16.0,substep_mean
Subtract background radiation contributions from measured spectra.,subfield,Physical Sciences,Physics & Astronomy,Nuclear Physics,5.0,5.0,80.0,5.0,5.0,95.0,5.0,0.0,5.0,85.0,0.0,5.0,5.0,2.02,0.13,0.0,0.93,7.35,8.35,6.98,yes,3.0,3.0,neither,16.0,substep_mean
Correct for detector pile-up and coincidence summing effects.,subfield,Physical Sciences,Physics & Astronomy,Nuclear Physics,5.0,5.0,80.0,5.0,5.0,95.0,5.0,0.0,5.0,90.0,0.0,5.0,0.0,2.17,0.6,0.6,0.88,7.67,7.87,5.63,yes,2.0,3.0,neither,18.0,substep_mean
Propagate statistical and systematic uncertainties through nuclear data analysis.,subfield,Physical Sciences,Physics & Astronomy,Nuclear Physics,5.0,5.0,75.0,10.0,5.0,95.0,0.0,5.0,5.0,90.0,0.0,5.0,0.0,2.07,0.0,0.0,1.0,8.24,9.28,7.87,yes,3.0,3.0,neither,16.0,substep_mean
"Quantify uncertainties in measured cross-sections, half-lives, and branching ratios.",subfield,Physical Sciences,Physics & Astronomy,Nuclear Physics,5.0,5.0,75.0,10.0,5.0,95.0,5.0,0.0,5.0,90.0,0.0,0.0,5.0,2.09,0.0,0.0,1.0,7.25,8.65,7.21,yes,4.0,4.0,Pasteur,16.0,substep_mean
Fit peak shapes and extract intensities from gamma-ray or particle spectra.,subfield,Physical Sciences,Physics & Astronomy,Nuclear Physics,5.0,5.0,80.0,8.0,2.0,95.0,5.0,0.0,5.0,90.0,0.0,5.0,0.0,1.82,0.0,0.0,1.0,8.17,9.39,8.39,yes,4.0,2.0,Bohr,16.0,substep_mean
Compare measured nuclear level schemes with theoretical structure calculations.,subfield,Physical Sciences,Physics & Astronomy,Nuclear Physics,10.0,15.0,60.0,10.0,5.0,95.0,0.0,5.0,30.0,55.0,5.0,5.0,5.0,2.52,0.0,0.0,1.0,6.31,7.75,6.42,yes,5.0,1.0,Bohr,18.0,substep_mean
Simulate particle transport and detector response using Monte Carlo codes.,subfield,Physical Sciences,Physics & Astronomy,Nuclear Physics,5.0,0.0,80.0,10.0,5.0,95.0,5.0,0.0,5.0,55.0,0.0,40.0,0.0,2.04,0.0,0.0,1.0,7.28,9.21,6.81,yes,4.0,4.0,Pasteur,16.0,substep_mean
Model nuclear reaction dynamics and decay cascades computationally.,subfield,Physical Sciences,Physics & Astronomy,Nuclear Physics,5.0,0.0,75.0,15.0,5.0,95.0,0.0,5.0,15.0,45.0,0.0,40.0,0.0,2.53,0.0,0.0,1.0,7.73,8.86,6.73,yes,4.0,3.0,Bohr,18.0,substep_mean
"Quantify extracted parameters and their uncertainties by comparing results across successive orders, settings, or independent determinations",subfield,Physical Sciences,Physics & Astronomy,Nuclear Physics,5.0,10.0,65.0,15.0,5.0,95.0,0.0,5.0,15.0,75.0,0.0,0.0,10.0,2.04,0.0,0.0,1.0,7.72,9.7,6.66,yes,4.0,2.0,Bohr,18.0,substep_mean
Maintain vacuum systems and beam transport components for accelerator experiments.,subfield,Physical Sciences,Physics & Astronomy,Nuclear Physics,5.0,0.0,5.0,5.0,85.0,5.0,90.0,5.0,0.0,5.0,0.0,25.0,70.0,1.88,2.05,0.94,0.11,6.98,3.33,5.68,no,,,n.a.,14.0,substep_mean
Service and test radiation detection electronics and data acquisition systems.,subfield,Physical Sciences,Physics & Astronomy,Nuclear Physics,5.0,10.0,10.0,5.0,70.0,30.0,65.0,5.0,0.0,15.0,5.0,40.0,40.0,1.72,1.95,0.58,0.05,6.34,3.1,5.38,no,,,n.a.,14.0,substep_mean
Specify magnetic field configurations and coil arrangements for plasma experiments.,subfield,Physical Sciences,Physics & Astronomy,Plasma Physics,5.0,5.0,70.0,15.0,5.0,75.0,20.0,5.0,25.0,30.0,0.0,45.0,0.0,2.52,0.0,0.4,1.0,8.14,8.86,7.72,yes,3.0,5.0,Edison,20.0,substep_mean
"Plan plasma discharge sequences with controlled timing of heating, fueling, and current drive systems.",subfield,Physical Sciences,Physics & Astronomy,Plasma Physics,5.0,5.0,60.0,10.0,20.0,60.0,35.0,5.0,5.0,30.0,0.0,65.0,0.0,2.74,0.0,1.23,0.96,6.1,6.18,5.53,yes,2.0,5.0,Edison,18.0,substep_mean
Derive plasma equilibrium configurations from magnetohydrodynamic equations and boundary conditions.,subfield,Physical Sciences,Physics & Astronomy,Plasma Physics,5.0,0.0,80.0,15.0,0.0,95.0,0.0,5.0,70.0,20.0,0.0,10.0,0.0,2.17,0.0,0.0,1.0,8.52,9.61,8.54,yes,4.0,4.0,Pasteur,18.0,substep_mean
Calculate plasma transport coefficients from kinetic theory and collision models.,subfield,Physical Sciences,Physics & Astronomy,Plasma Physics,10.0,0.0,80.0,10.0,0.0,100.0,0.0,0.0,55.0,35.0,0.0,10.0,0.0,2.53,0.0,0.0,1.0,8.42,9.53,7.85,yes,4.0,3.0,Bohr,18.0,substep_mean
Predict plasma instability thresholds and growth rates from dispersion relations.,subfield,Physical Sciences,Physics & Astronomy,Plasma Physics,5.0,0.0,80.0,15.0,0.0,100.0,0.0,0.0,55.0,40.0,0.0,0.0,5.0,2.21,0.0,0.0,1.0,8.16,8.91,6.95,yes,4.0,4.0,Pasteur,18.0,substep_mean
Propagate uncertainties in plasma parameter measurements through derived quantities like beta and confinement time.,subfield,Physical Sciences,Physics & Astronomy,Plasma Physics,5.0,5.0,70.0,15.0,5.0,95.0,0.0,5.0,10.0,85.0,0.0,5.0,0.0,1.85,0.0,0.0,1.0,7.44,9.25,7.78,yes,3.0,4.0,Edison,16.0,substep_mean
Quantify systematic errors in plasma diagnostics due to spatial averaging and line-of-sight integration.,subfield,Physical Sciences,Physics & Astronomy,Plasma Physics,10.0,5.0,65.0,15.0,5.0,90.0,8.0,2.0,15.0,65.0,0.0,15.0,5.0,2.05,0.0,0.0,1.0,7.95,9.4,7.85,yes,3.0,4.0,Edison,18.0,substep_mean
Fit plasma equilibrium reconstruction codes to magnetic and kinetic diagnostic data.,subfield,Physical Sciences,Physics & Astronomy,Plasma Physics,5.0,5.0,75.0,10.0,5.0,90.0,5.0,5.0,5.0,80.0,0.0,15.0,0.0,1.77,0.0,0.0,1.0,8.23,8.73,8.46,yes,3.0,4.0,Edison,18.0,substep_mean
Compare measured plasma spectra with atomic physics models to extract plasma parameters.,subfield,Physical Sciences,Physics & Astronomy,Plasma Physics,5.0,5.0,75.0,10.0,5.0,90.0,5.0,5.0,10.0,80.0,0.0,5.0,5.0,2.3,0.09,0.0,1.0,7.72,8.69,7.51,yes,4.0,3.0,Bohr,18.0,substep_mean
Run particle-in-cell simulations of plasma kinetic behavior and wave-particle interactions.,subfield,Physical Sciences,Physics & Astronomy,Plasma Physics,5.0,0.0,80.0,10.0,5.0,95.0,0.0,5.0,10.0,50.0,0.0,35.0,5.0,2.1,0.0,0.0,1.0,7.74,9.39,7.44,yes,4.0,3.0,Bohr,18.0,substep_mean
"Execute magnetohydrodynamic simulations of plasma equilibrium, stability, and transport.",subfield,Physical Sciences,Physics & Astronomy,Plasma Physics,5.0,0.0,80.0,10.0,5.0,95.0,0.0,5.0,10.0,55.0,0.0,35.0,0.0,2.56,0.0,0.0,1.0,6.88,8.07,6.26,yes,4.0,4.0,Pasteur,18.0,substep_mean
Perform gyrokinetic simulations to model plasma turbulence and anomalous transport.,subfield,Physical Sciences,Physics & Astronomy,Plasma Physics,5.0,0.0,85.0,5.0,5.0,95.0,0.0,5.0,5.0,55.0,0.0,35.0,5.0,2.24,0.0,0.0,1.0,7.19,8.34,6.89,yes,4.0,4.0,Pasteur,18.0,substep_mean
Develop numerical algorithms for simulation codes to improve their efficiency and accuracy,subfield,Physical Sciences,Physics & Astronomy,Plasma Physics,10.0,5.0,65.0,15.0,5.0,90.0,0.0,10.0,25.0,25.0,0.0,50.0,0.0,2.52,0.0,0.0,1.0,7.8,7.85,6.94,yes,4.0,4.0,Pasteur,20.0,substep_mean
Design idealized model systems with tailored conditions to isolate specific mechanisms in targeted numerical studies,subfield,Physical Sciences,Physics & Astronomy,Plasma Physics,10.0,0.0,75.0,10.0,5.0,95.0,0.0,5.0,25.0,35.0,0.0,40.0,0.0,2.71,0.0,0.0,1.0,6.07,8.59,5.16,yes,5.0,2.0,Bohr,20.0,substep_mean
Assess whether reduced or surrogate configurations faithfully represent the target plasma regime.,subfield,Physical Sciences,Physics & Astronomy,Plasma Physics,10.0,55.0,20.0,10.0,5.0,90.0,5.0,5.0,15.0,55.0,5.0,20.0,5.0,2.77,0.0,0.13,1.0,6.72,6.74,4.9,yes,3.0,4.0,Edison,20.0,substep_mean
"Design plasma confinement geometries to achieve target density, temperature, and stability conditions.",subfield,Physical Sciences,Physics & Astronomy,Plasma Physics,10.0,5.0,65.0,15.0,5.0,90.0,8.0,2.0,20.0,30.0,0.0,50.0,0.0,2.75,0.0,0.0,1.0,7.68,7.43,7.2,yes,3.0,5.0,Edison,20.0,substep_mean
